wheezy,aosd-cat,libaosd,0.2.7-1
wheezy,apache2.2-bin,apache2,2.2.22-13
wheezy,apache2.2-common,apache2,2.2.22-13
wheezy,apache2,apache2,2.2.22-13
wheezy,apache2-dbg,apache2,2.2.22-13
wheezy,apache2-doc,apache2,2.2.22-13
wheezy,apache2-mpm-event,apache2,2.2.22-13
wheezy,apache2-mpm-itk,apache2,2.2.22-13
wheezy,apache2-mpm-prefork,apache2,2.2.22-13
wheezy,apache2-mpm-worker,apache2,2.2.22-13
wheezy,apache2-prefork-dev,apache2,2.2.22-13
wheezy,apache2-suexec,apache2,2.2.22-13
wheezy,apache2-suexec-custom,apache2,2.2.22-13
wheezy,apache2-threaded-dev,apache2,2.2.22-13
wheezy,apache2-utils,apache2,2.2.22-13
wheezy,apachetop,apachetop,0.12.6-16
wheezy,apbs,apbs,1.3.0-2
wheezy,apcalc,apcalc,2.12.4.4-3
wheezy,apcalc-common,apcalc,2.12.4.4-3
wheezy,apcalc-dev,apcalc,2.12.4.4-3
wheezy,apcupsd,apcupsd,3.14.10-2
wheezy,apcupsd-cgi,apcupsd,3.14.10-2
wheezy,apcupsd-doc,apcupsd,3.14.10-2
wheezy,apel,apel,10.8-2
wheezy,apertium,apertium,3.1.0-2
wheezy,apertium-dbus,apertium-dbus,0.1-1.1
wheezy,apertium-en-ca,apertium-en-ca,0.8.9-1+b1
wheezy,apertium-en-es,apertium-en-es,0.6.0-1.1+b1
wheezy,apertium-eo-ca,apertium-eo-ca,0.9.0-1.1+b1
wheezy,apertium-eo-es,apertium-eo-es,0.9.0-1.1+b1
wheezy,apertium-es-ca,apertium-es-ca,1.1.0-1
wheezy,apertium-es-gl,apertium-es-gl,1.0.7-1
wheezy,apertium-es-pt,apertium-es-pt,1.0.3-2.1
wheezy,apertium-es-ro,apertium-es-ro,0.7.1-2.1
wheezy,apertium-eu-es,apertium-eu-es,0.3.1-1+b1
wheezy,apertium-fr-ca,apertium-fr-ca,1.0.2-1
wheezy,apertium-fr-es,apertium-fr-es,0.9.0-1+b1
wheezy,apertium-oc-ca,apertium-oc-ca,1.0.5-1.1+b1
wheezy,apertium-oc-es,apertium-oc-es,1.0.5-1.1+b1
wheezy,apertium-pt-ca,apertium-pt-ca,0.8.1-1
wheezy,apertium-pt-gl,apertium-pt-gl,0.9.1-1
wheezy,apertium-tolk,apertium-tolk,0.2-2.2
wheezy,apf-client,apf,0.8.4-1+b1
wheezy,apf-firewall,apf-firewall,9.7+rev1-3
wheezy,apf-server,apf,0.8.4-1+b1
wheezy,apg,apg,2.2.3.dfsg.1-2
wheezy,apgdiff,apgdiff,2.3-1
wheezy,aplus-fsf,aplus-fsf,4.22.1-6
wheezy,aplus-fsf-dev,aplus-fsf,4.22.1-6
wheezy,aplus-fsf-doc,aplus-fsf,4.22.1-6
wheezy,aplus-fsf-el,aplus-fsf,4.22.1-6
wheezy,apmd,apmd,3.2.2-14
wheezy,apng2gif,apng2gif,1.5-1
wheezy,apoo,apoo,2.2-2
wheezy,apparix,apparix,07-261-1
wheezy,apparmor,apparmor,2.7.103-4
wheezy,apparmor-docs,apparmor,2.7.103-4
wheezy,apparmor-notify,apparmor,2.7.103-4
wheezy,apparmor-profiles,apparmor,2.7.103-4
wheezy,apparmor-utils,apparmor,2.7.103-4
wheezy,apper,apper,0.7.2-5
wheezy,apper-appsetup,apper,0.7.2-5
wheezy,apper-data,apper,0.7.2-5
wheezy,apper-dbg,apper,0.7.2-5
wheezy,app-install-data,app-install-data,2012.06.16.1
wheezy,appmenu-qt,appmenu-qt,0.2.6-1
wheezy,approx,approx,5.3-1
wheezy,aprsd,aprsd,1:2.2.5-13-5.2
wheezy,aprsdigi,aprsdigi,2.4.4-3.2
wheezy,apsfilter,apsfilter,7.2.6-1.3
wheezy,apt,apt,0.9.7.8
wheezy,apt-build,apt-build,0.12.44
wheezy,apt-cacher,apt-cacher,1.7.6
wheezy,apt-cacher-ng,apt-cacher-ng,0.7.11-1
wheezy,apt-clone,apt-clone,0.2.2
wheezy,apt-cudf,dose3,3.0.2-3
wheezy,aptdaemon,aptdaemon,0.45-2
wheezy,aptdaemon-data,aptdaemon,0.45-2
wheezy,apt-dater,apt-dater,0.9.0-3+wheezy1
wheezy,apt-dater-dbg,apt-dater,0.9.0-3+wheezy1
